overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
1.0,False,"04 14, 2018",A34V8FE0M98PR4,B00KVR4HEC,Waffles,"Friends have been telling me for years this was one of the best games they ever played.  Game of the Decade. Better than Last of Us.  Better than Uncharted 2.  Better than Witcher.  I held out for a while because I never played the Souls series so wasn't sure I would appreciate it on the same level.  Finally picked up a cheap copy to see what all the hype is about.

Wow.  Five hours in now and I just don't understand what makes this an incredible game to so many people.  It reminds me of the Darksiders series.  A run of the mill hack and slash on rails with a high skill ceiling but not much in terms of narrative or exploration.  The graphics also have not aged well for a 2015 release.  Despite this games incredible popularity there has been no remaster or 4K update for PS Pro.  Most other exclusives got one so this seems a really odd omission by Sony.

Maybe my expectations were just too high.  To me this isn't even a fun way to kill a few hours on a weeknight.  The time you need to invest to get gud and actually enjoy this game just isn't worth it in my opinion.",Most Overrated Game Ever,1523664000,3,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
1.0,True,"11 16, 2013",A29RHXL9SG6Y6Y,B00BGAA29M,Shawn,"* Not worth new-release cost!
* Knack game has no manual, and I can't figure out how to play 2 players.
* Online manual just says ""Grab an extra DS4 controller and get a friend to lend a helping hand..."", nothing on how to actually join the game.
* After googling and not finding the answer. I figured it out. One of the players HAS to be a PSN account that is logged in.
* Knack requires 37 GB to install, yet still requires the disc to play. Likely normal. sad. Should be a way to register the game and run the install without the disc.
* Co-op mode is terrible. It should be called something else. It is really just a single player game. If the 2nd player joins and dies. They do not automatically re-spawn, they have to wait for a timer to expire and then press a button to return.
* Camera only follows player 1 and if player 2 goes off the screen, they time out and die. If player 1 dies and player 2 is still alive, it doesn't matter. It acts like both had died and forces you back to a check point.
* For a Sony launch title, the graphics are NOT good. Feels like an older PS3 game.
* Even as a single player game, the actual game play is very boring and the story isn't good so far. Many elements feel like Jax and Daxter from the PS2. And I love that game. But this is a poor imitation.

I wasn't expecting anything amazing. I simply wanted a decent 2 player platformer. As a 2 player game, it's one of the worse I have played. As a single player game, it's just no fun. Even my 7 and 9 year old kids are annoyed by this game. And I thought Disney's Universe for the PS3 was bad. As flaw as that game is, it's better than Knack.

My pain and frustration is made worse by the fact I paid full price for this on release day. Ouch.

IGN gave it a 5.9 out of 10, and I think that is being generous. If you really feel you need this game, at least wait for the cost to drop... a lot!

If you have any questions for me about this game, make a comment. I normally check reviews before I buy a game. But I wanted something to play when I got the PS4 on launch day and coming from Sony and all the hype, I expected this to at least be decent to hold me off until I figured out some other games.

Remember, I bought this game specifically for 2 player mode. And so I am giving it 1 star for that fail alone. For single player action, it's a 2 or 3 star game so far. But certainly still far below my expectations from Sony with all the hype. And even at 3 stars tops from me, that isn't good enough for a $60 new-release cost.

UPDATE: I still can't stand the co-op play on this game. I still feel it's a 1 star if you want this game for 2 players. And it's maybe a 3 out of 5 stars for single player. I finally had a chance to try the Android companion game for Knack and that is awful. Some people are still very polarized on this game. But many reviews agree with me. It's not masterpiece it was hyped to be. Almost a year since it's release and the price is still too high. I would really wait for this to drop below $20 before trying it out. If you are still interested.

Many people have said this review is not helpful. I am curious as to why. The only thing I can think of, is that is their way of disagreeing with my opinion. Comments are a better place for that. As my title says, this review is based heavily on the Co-op aspect of the game.",1 star for Co-op mode fail!,1384560000,16,,
1.0,False,"12 4, 2008",A3R6GKHDCR3KVB,B001BNFQKO,Brandon Watkins,"You need at least a quad core to play this game above 30 fps. If you have a dual core do not bother buying this. This is a very poor 360 port and is VERY unoptimized for dual core cpus.

Also you need to be logged into this ""rockstar social club"" program and games for windows live just to play this game  it's completely unacceptable.","Great game, but stay away from pc version",1228348800,11,{'Format:': ' Video Game'},
1.0,False,"03 2, 2008",A96MXFWILSQ5,B000B43OY4,W. Young,"My opinion of the Xbox 360 would be better had M$ not have rushed this out into the market, without thorough testing.

It's clear that they didn't test enough, because I know a guy who had to replace his 360 8 times due to the ""infamous"" RROD.

This will be my first and last 360 I buy, as I got the RROD, along with an E 79 error.

It's sad when you pay the amount you do for the system, only for it to go bad in less than a year of ownership. My old xbox is still running just perfect, yet the 360 is trash as compared to the old xbox.

Shame on M$ for unloading such an inferior gaming console to the masses. So Nintendo Wii or PS3 here I come.",360's aren't stable,1204416000,3,{'Edition:': ' Pro Console 20GB'},
1.0,True,"05 14, 2015",A1XQVO6E3NV5L2,B000FQBPCQ,Amazon Customer,"Arrived with bad disc, petty I waited a couple months before my daughter wanted to check it out ... out of warranty period now.  Waste of money.","Arrived with bad disc, petty I waited a couple months before ...",1431561600,,{'Platform:': ' Nintendo Wii'},
1.0,False,"01 16, 2016",A155J5J1FE2V52,B0050SZE2G,RC,Garbage!  Game does not save.,Garbage! Game does not save,1452902400,,{'Format:': ' Video Game'},
1.0,False,"03 14, 2008",A1NJHQ0YZHDYUH,B000W2MX42,Jack Paine,"This game will not work on Windows Vista.  I called tech support, and they said that the game will not work with Vista, but I can try the ""compatibility"" mode.  No luck there either.  So, this may be a great game or not, but stay away if you have Vista.  As a side note, the jewel case came cracked.","I can't review the game, but if you have Vista, forget it!!",1205452800,10,,
1.0,False,"01 2, 2016",A1UIACESRRVL1V,B00W8FYEU2,Eric Jaakkola,"One quarter a game for twice the price!
Is really a new low for EA.  Yeah the graphics are nice but how hard is it to get one thing right when you are selling a demo?","Jesus!  this ""game""  is overpriced!",1451692800,,{'Format:': ' Video Game'},
1.0,False,"04 5, 2002",A2JT5X557H8JWX,B00005MEMR,L. Powles,This game was too hard to learn. It took me 30 minutes just to figure out how to build a building and it took me 15 minutes after that to figure out what i did. don't listen to what anyone else tells you. don't buy. big waste.,Too hard for the normals,1017964800,,,
1.0,False,"03 21, 2011",A32YI3TB514T4Q,B0047THYWC,S. F. White,"This game doesn't like me... or, more precisely, my computer. Okay, my PC is almost a year old now, but CRUD! I did max it out with high quality video and sound aimed at gaming, so it should've handled DOA2.

The first time I attempted to play DOA2 it crashed to the desktop a little while into gameplay... (just after meeting the Templar and his wife)... but with otherwise harmless results. The second time I played, starting again from the beginning, it froze right at the start of the first fight scene... (during the dwarf's narrative)... so, when it just hung there, I started Task Manager to clear the game... AND IT WIPED OUT MY TASK MANAGER!! I mean totally wiped out!! My Task Manager is now an almost blank box with only a couple of its headers, no tabs, and devoid of even an X to close Task Manager with!! What other basic system functions might it have fubarred? It just happened, so don't know yet. With luck, if you can call a dead Task Manager ""luck"", a blanked-out Task Manager is the extent of it.

So, I paid $60 for a potential PC-killer. Oh, goodie, I'm so pleased. Thanks a lot, EA. I know I'll be quick to trust your future new releases. (In case you didn't catch what I meant by that last, add a big ""NOT"" at the end.)

UPDATE: My son, the Professional Computer Guy, came over and helped me get my Task Manager back. Apparently DOA2 reset Task Manager to it's most simple display form, and all it took was a double-click at the bottom of the box to bring back the standard display. Whew! Still... why did DOA2 screw with my Task Manager at all?

I still haven't been able to successfully play the game... though I must admit, I'm afraid to try to play it again, since it did scary things I'd rather not deal with the two times I've tried to play it.","It even crashed my Task Manager!! (UPDATE: Reset, not crashed)",1300665600,6,"{'Edition:': ' Standard', 'Platform:': ' PC/Mac'}",
